"id","status","noCharge","completedOn","invoice_total","lon","lat"
31959584,Completed,true,"2019-07-19T14:38:00",0,-82.9887313,39.9045554
31694158,Completed,true,"2019-06-30T16:46:00",0,-83.0718639,39.944963
31713009,Completed,true,"2019-07-03T15:44:00",0,-83.0592723,40.0122166
31694197,Hold,false,,0,-83.1018708,40.0396513
31716345,Canceled,false,"2019-07-07T15:04:40.4398474",0,-83.11876,40.1329037
31694416,Completed,false,"2019-06-30T18:47:00",281,-82.9654039,40.0466098
31694449,Completed,false,"2019-07-01T17:32:00",254,-82.9369421,39.9580066
31694524,Completed,false,"2019-07-02T01:10:00",2314,-82.9303868,39.9425538
31713100,Completed,false,"2019-07-05T21:53:00",295,-117.242511,33.2045796
31713144,Hold,false,,0,-83.1077175,40.1616041
31720594,Completed,false,"2019-07-10T22:15:00",0,-83.0682261,39.8449857
31716071,Completed,false,"2019-07-05T13:36:00",0,-82.906051,40.1643132
31695836,Completed,false,"2019-07-01T17:04:00",99,-82.9659919,40.1571319
31716101,Hold,false,,0,-82.9769321,40.0441404
31716493,Completed,true,"2019-07-08T15:17:00",0,-83.0192901,40.033425
31696480,Completed,true,"2019-07-01T19:07:00",181,-83.0785624,39.9503456
31724233,Completed,true,"2019-07-09T20:23:00",0,-82.8425637,40.1279092
31716456,Canceled,false,"2019-07-05T12:21:36.7937971",0,-83.1456773,39.8779092
31724282,Completed,false,"2019-07-09T23:04:00",5252,-83.1854777,40.0491089
31696627,Completed,false,"2019-07-01T21:50:00",93,-83.101379,40.1152523
31724335,Completed,true,"2019-07-09T21:41:00",0,-83.1547208,40.1031437
31716590,Completed,false,"2019-07-05T16:49:00",522.24,-83.1268887,39.946194
31724744,Completed,true,"2019-07-09T15:39:00",0,-83.0838872,40.1347263
31716786,Completed,true,"2019-07-05T14:56:00",0,-83.1622411,39.9930841
31726328,Completed,false,"2019-07-15T13:12:00",0,-83.0371026,39.9285889
31697495,Completed,false,"2019-07-01T18:20:00",0,-82.9313533,40.1795469
31717123,Canceled,false,"2019-07-05T18:35:51.6607859",0,-83.13623619999998,40.1587241
31717132,Completed,false,"2019-07-05T19:46:00",109,-82.8990092,39.9388171
31717215,Completed,false,"2019-07-05T21:05:00",5201,-83.0427034,40.0331197
31717348,Canceled,false,"2019-07-05T11:48:12.6889459",0,-83.0901757,39.9368601
31959605,Completed,false,"2019-07-19T15:00:00",235,-83.0375431,39.983858
31698018,Completed,true,"2019-07-01T18:24:00",0,,
31698125,Completed,false,"2019-07-01T21:26:00",378,-83.0592723,40.0122166
31717363,Completed,false,"2019-07-05T14:36:00",748,-83.171925,40.1433318
31717618,Hold,false,,0,-83.1643767,40.0102502
31698557,Completed,false,"2019-07-01T16:44:00",0,-83.1463905,40.1246831
31717916,Hold,false,,0,,
31727690,Completed,false,"2019-07-09T16:59:00",184,-83.0232768,40.0491359
31718125,Completed,false,"2019-07-05T19:14:00",450,-83.25719730000003,39.5541017
31720189,Completed,false,"2019-07-03T14:16:00",375,-83.1769795,40.0850042
31720234,Completed,false,"2019-07-05T22:04:00",325,-83.1577602,40.0073058
31720661,Completed,false,"2019-07-05T16:12:00",184,-83.033276,39.984099
31720726,Completed,false,"2019-07-03T14:21:00",350,-82.9609726,40.1743127
31701125,Completed,true,"2019-07-01T21:16:00",0,-82.782946,39.824457
31701233,Completed,true,"2019-07-01T19:22:00",0,-83.0671987,40.0023181
31722134,Completed,true,"2019-07-03T12:51:00",0,-83.0831535,40.012788
31722513,Hold,false,,0,-116.9808961,32.7182543
31701335,Completed,false,"2019-07-01T19:10:00",154,-83.0154291,40.075567
31722980,Completed,false,"2019-07-05T17:31:00",868,-83.0122813,40.0534558
31727768,Completed,false,"2019-07-11T15:25:00",632,-83.0117357,39.9788311
31701379,Completed,true,"2019-07-01T18:04:52.094",220,-117.2728413,33.1393443
31724272,Canceled,false,"2019-07-08T13:05:00.7753871",0,-83.0181758,39.9805926
31728723,Completed,false,"2019-07-10T17:59:00",1225,-83.045164,39.862564
31729630,Completed,false,"2019-07-09T18:29:00",0,-83.1646698,40.0518298
31724772,Canceled,false,"2019-07-05T16:09:50.3487314",0,-82.8939428,40.1210253
31702220,Completed,false,"2019-07-01T18:47:00",2123,-83.0121134,40.0294827
31724788,Hold,false,,0,-82.8647774,40.0826912
31702331,Completed,false,"2019-07-01T21:58:00",3572,-83.1395407,39.9995638
31724796,Completed,false,"2019-07-08T21:22:00",4845,-83.07161400000001,40.3009569
31724816,Canceled,false,"2019-07-05T11:53:44.7296655",0,-82.8635909,40.0859169
31725260,Completed,true,"2019-07-03T17:46:00",0,-83.1136476,40.0198516
31725304,Completed,false,"2019-07-03T16:35:00",3147.8,-83.164251,39.9944001
31725919,Completed,false,"2019-07-05T19:27:00",389.25,-83.1437172,40.0172048
31702646,Hold,false,,1913,-82.8434263,39.9193204
31702722,Completed,false,"2019-07-01T19:06:00",0,-83.1683964,40.0116845
31702822,Completed,false,"2019-07-01T20:09:53.992",0,-117.0592958,33.1438392
31702835,Completed,false,"2019-07-01T21:16:43.975",275,-117.031181,33.1538075
31725941,Completed,true,"2019-07-08T12:08:00",0,-83.1276848,40.1237179
31725965,Completed,false,"2019-07-03T18:46:00",970,-83.0858577,40.0170785
31730730,Completed,true,"2019-07-09T20:57:00",0,-83.3545764,40.2576476
31726920,Completed,true,"2019-07-05T22:03:00",0,-82.85343599999999,40.014296
31726972,Completed,false,"2019-07-05T20:52:00",220,-83.0054707,39.9856896
31936753,Completed,false,"2019-07-17T18:11:00",300,-83.0713503,40.1616801
32386317,Hold,false,,0,,
31727845,Completed,true,"2019-07-08T17:14:00",0,-83.0992302,40.0254952
31727806,Completed,false,"2019-07-03T13:34:00",139,-82.88702599999999,40.15385
31727860,Completed,false,"2019-07-08T16:14:00",0,-82.7845349,40.0462868
31728362,Completed,true,"2019-07-08T22:20:00",0,-83.14568600000001,40.041837
31727953,Completed,false,"2019-07-03T17:54:00",666,-82.7627986,39.8807892
32016105,Completed,false,"2019-08-06T21:44:00",797.37,-82.8801292,40.0866763
31737489,Completed,false,"2019-07-15T20:42:00",1466,-82.8447517,40.0402498
31748331,Hold,false,,0,-82.9882274,39.9096397
31728823,Completed,true,"2019-07-03T13:55:00",0,-83.1144438,39.9276386
31730104,Completed,false,"2019-07-06T14:03:00",0,-83.1336339,39.9563788
31730386,Canceled,false,"2019-07-05T11:17:23.8991959",0,-82.8307807,39.8360598
32180075,Completed,true,"2019-08-26T16:51:00",0,-83.0522048,40.0169188
31730659,Completed,false,"2019-07-05T16:42:00",375,-82.8667124,39.8599523
31730584,Completed,true,"2019-07-03T16:12:00",0,-83.0178842,40.1047783
31708159,Completed,false,"2019-07-01T21:56:25.537",425,-117.1796426,33.1359389
31730648,Completed,false,"2019-07-03T13:56:00",231,-83.0239483,39.9568923
31936805,Completed,false,"2019-07-17T19:28:00",235,-83.0057335,40.08315
31730881,Completed,true,"2019-07-05T19:45:00",0,-83.073655,40.103572
31748543,Completed,true,"2019-07-12T11:42:00",0,-83.3701114,40.2287954
31730972,Completed,true,"2019-07-03T16:40:00",0,-83.3899769,40.2020891
31730983,Completed,false,"2019-07-03T18:07:00",3296,-83.1024366,40.0318086
31734234,Canceled,true,"2019-07-06T14:50:35.007264",0,-84.1440495,39.6616221
31733840,Completed,true,"2019-07-03T13:17:00",0,-83.151769,40.154924
31734210,Completed,true,"2019-07-03T13:02:00",0,-83.0294033,39.8294745
31735236,Completed,true,"2019-07-08T12:01:00",0,-83.2113462,42.5457067
31734246,Canceled,false,"2019-07-03T13:04:18.3873564",0,,
31736091,Completed,false,"2019-07-08T20:32:00",174,-83.023554,39.860949
31736149,Canceled,false,"2019-07-03T15:35:51.0656184",0,-83.05931599999997,39.981368
31736816,Completed,false,"2019-07-05T13:58:00",2499,-83.070774,40.024759
31736399,Canceled,true,"2019-07-03T16:24:52.7836638",0,-83.0668003,40.1671179
31736513,Canceled,false,"2019-07-03T12:19:50.5521906",0,-82.858804,40.2040979
31736523,Canceled,false,"2019-07-03T14:40:30.2082208",0,,
31736546,Completed,false,"2019-07-03T15:38:00",1780,-83.0871573,40.1310199
31736791,Completed,false,"2019-07-03T19:18:13.379",660,-117.298733,33.080083
31737157,Completed,true,"2019-07-05T21:28:00",0,-82.9221918,40.0118153
31748697,Completed,false,"2019-07-09T15:35:00",295,-82.9198397,40.1593217
31737275,Completed,false,"2019-07-03T23:25:00",9739,-83.0644728,39.9972868
31737295,Completed,true,"2019-07-03T18:19:00",0,-82.95174199999997,40.225141
31737433,Completed,true,"2019-07-03T15:10:00",0,-82.9904947,40.1650058
31737471,Completed,true,"2019-07-03T17:11:00",0,-83.091316,39.945991
31936820,Completed,false,"2019-07-17T17:39:00",1748,-83.0033828,40.0716912
31737637,Completed,false,"2019-07-05T13:56:00",300,-83.016272,39.990329
31737690,Canceled,true,"2019-07-09T11:28:56.0900595",0,-117.2937193,33.2502538
31737700,Completed,false,"2019-07-08T16:58:00",370,-82.8448338,40.0928397
32180101,Completed,false,"2019-08-26T21:52:00",154,-82.9764282,39.9390853
31737937,Completed,false,"2019-07-03T18:34:00",0,-82.8621063,39.919954
31738433,Completed,false,"2019-07-05T21:50:00",369,-83.1502845,39.931661
31738568,Completed,false,"2019-07-03T21:42:00",4199,-82.8986098,40.0421121
31738602,Completed,true,"2019-07-03T17:30:00",0,-83.0652277,39.9568558
31738618,Completed,true,"2019-07-03T17:10:00",0,-83.0294033,39.8294745
31738636,Completed,false,"2019-07-03T16:58:00",0,-82.9378455,40.1877192
31738695,Completed,true,"2019-07-03T19:20:00",0,-83.164004,39.9723789
31738815,Completed,true,"2019-07-03T18:53:00",0,-82.8143879,40.163994
31738852,Canceled,false,"2019-07-03T16:29:44.2507128",0,-117.2743627,33.0633883
31738995,Completed,false,"2019-07-03T16:44:00",1748,-83.1144438,39.9276386
31743390,Completed,false,"2019-07-03T16:48:00",210,-83.0735098,40.0979238
31743403,Completed,false,"2019-07-03T15:03:00",79,-83.1360218,40.1129018
31743466,Completed,true,"2019-07-03T14:43:00",0,-83.0778077,39.9421531
31743487,Completed,false,"2019-07-08T20:42:00",308,-82.9090356,40.1677187
31743499,Completed,false,"2019-07-03T16:20:00",169,-83.0397299,40.0250366
31745664,Completed,false,"2019-07-03T17:26:00",144,-83.0363998,39.9614448
31745709,Completed,false,"2019-07-06T14:43:00",540,-83.163602,40.1517056
31746302,Completed,true,"2019-07-08T12:10:00",0,-82.8567637,40.0427259
31746495,Completed,false,"2019-07-03T16:32:00",166,-83.0779545,40.1187426
31746763,Completed,false,"2019-07-08T20:20:00",0,-83.1029072,40.04710600000001
31746870,Completed,false,"2019-07-05T19:54:09.672",833,-117.1523484,33.1316157
31746888,Completed,false,"2019-07-03T19:32:00",2117,-82.9904947,40.1650058
31747311,Completed,false,"2019-07-05T16:03:00",0,-83.0652277,39.9568558
31752329,Completed,false,"2019-07-08T15:05:00",1068,-83.0705011,40.0126997
31748169,Completed,true,"2019-07-03T18:14:00",0,-83.1660935,40.128382
31748294,Completed,false,"2019-07-05T19:24:00",2599,-82.9575072,40.1339296
31748158,Completed,false,"2019-07-08T21:52:00",0,-82.8445624,39.9199498
31748784,Completed,true,"2019-07-11T16:32:00",0,-83.0741178,40.0119885
31748371,Completed,false,"2019-07-08T18:45:00",335,-82.9046982,40.0309728
31749789,Completed,true,"2019-07-10T14:25:00",0,-83.1183305,40.0607162
31749944,Completed,true,"2019-07-09T14:05:00",0,-82.7966193,40.1036184
31749002,Completed,false,"2019-07-03T17:13:00",0,-83.150138,40.019822
31749013,Completed,false,"2019-07-03T19:40:00",1599,-83.3899769,40.2020891
31749110,Completed,false,"2019-07-03T19:27:00",200,-83.1442741,40.0192755
31749152,Completed,false,"2019-07-05T16:42:00",100,-83.0363998,39.9614448
31749470,Completed,true,"2019-07-05T13:09:00",0,-83.0039285,40.0554626
31749493,Completed,true,"2019-07-03T17:02:00",0,-82.7822592,40.0922899
31749547,Canceled,true,"2019-07-05T14:07:31.0684251",0,,
31749719,Completed,false,"2019-07-05T18:50:00",394,-83.0984757,40.0895945
31751332,Completed,false,"2019-07-13T00:25:41.554",2300,-117.245277,33.058977
31749807,Completed,false,"2019-07-05T17:25:00",239,-82.9904947,40.1650058
31749825,Completed,false,"2019-07-05T21:04:00",3625,-83.0644728,39.9972868
31749920,Canceled,false,"2019-07-05T19:28:55.4983141",0,-82.7545831,39.9694095
31752288,Completed,false,"2019-07-10T19:43:00",0,-83.0660547,40.126093
31752567,Canceled,false,"2019-07-12T12:20:37.0286839",0,-83.142054,40.1590479
31751240,Completed,true,"2019-07-03T20:24:00",0,-83.0871573,40.1310199
31751263,Completed,false,"2019-07-05T18:36:00",1710,-83.1660935,40.128382
31753290,Completed,true,"2019-07-12T14:32:00",0,-82.9739085,40.0156439
31753309,Completed,false,"2019-07-09T14:24:00",44,-83.1058106,39.8728853
31751591,Completed,true,"2019-07-05T20:32:00",0,-83.025375,40.0458336
32609359,Completed,false,"2019-09-13T14:08:00",313,-82.789737,40.041483
31750130,Completed,true,"2019-07-06T15:20:00",0,-83.0594191,40.1599899
31757533,Completed,false,"2019-07-09T16:30:00",1840,-83.08365479999998,39.9510736
31751571,Canceled,false,"2019-07-08T15:47:13.1513078",0,-82.9358394,40.1221828
31752270,Canceled,false,"2019-07-08T13:55:06.7120896",0,-83.0827552,40.0258682
31755096,Completed,true,"2019-07-05T16:12:00",0,-83.0624257,40.0025072
31753034,Canceled,true,"2019-07-03T19:45:07.1232086",0,-82.8715016,40.0589726
31753046,Completed,true,"2019-07-05T20:19:00",0,-83.0871573,40.1310199
31753089,Completed,false,"2019-07-05T21:13:00",0,-83.0317885,39.977849
31753099,Completed,false,"2019-07-05T19:08:00",0,-82.8343948,40.0925361
31753129,Canceled,false,"2019-07-05T14:31:57.0439656",0,-82.8332216,40.0575518
31757794,Completed,false,"2019-07-11T18:40:00",391,-83.119179,40.1366713
31762301,Completed,true,"2019-07-10T19:44:00",0,-83.19012299999997,40.147714
31753847,Completed,false,"2019-07-05T17:43:00",495,-117.30865,33.1823059
31753857,Canceled,false,"2019-07-05T14:57:56.3302005",0,-82.8752296,39.9444044
31753932,Completed,false,"2019-07-05T14:34:00",0,-83.0718535,40.0182758
31752578,Completed,false,"2019-07-08T20:48:00",0,-83.2041314,40.2692973
31754089,Canceled,false,"2019-07-05T13:26:30.8763398",0,-83.0699903,39.8436088
31754441,Hold,false,,0,-82.7899478,39.9665131
31762328,Completed,false,"2019-07-11T17:33:00",162,-83.055665,39.984889
31754711,Canceled,false,"2019-07-05T21:42:47.9130576",0,-117.2985639,33.2186045
31762864,Completed,true,"2019-07-12T20:55:00",0,-83.0677019,39.9389924
31755217,Completed,true,"2019-07-03T11:28:00",0,-117.276165,33.098489
31756397,Completed,true,"2019-07-05T14:34:00",0,-82.9303868,39.9425538
31754060,Canceled,false,"2019-07-07T12:18:35.112248",0,-83.081965,40.033069
31756645,Completed,false,"2019-07-05T14:34:00",0,-82.782946,39.824457
31756654,Completed,true,"2019-07-05T17:47:00",0,-82.7860495,39.9747666
31754702,Completed,false,"2019-07-08T15:32:00",188,-83.075387,40.011487
31763089,Completed,false,"2019-07-11T15:26:00",236,-83.0706812,40.0634624
31756635,Completed,false,"2019-07-08T13:10:00",256,-83.1065231,40.0547613
31757638,Completed,true,"2019-07-05T13:50:00",0,-83.0766756,39.8651499
31763162,Completed,true,"2019-07-09T15:54:00",0,-82.8635155,39.9481349
31756663,Completed,false,"2019-07-08T21:36:00",639,-83.1560188,40.0685267
31756866,Completed,false,"2019-07-08T18:39:00",690,-83.076294,40.023434
31763316,Completed,false,"2019-07-09T19:52:00",119,-83.1511013,40.0454056
31757901,Completed,false,"2019-07-05T13:40:00",119,-83.018115,40.0235833
31758147,Completed,false,"2019-07-05T19:17:00",220,-83.093739,39.9457401
31758509,Completed,false,"2019-07-05T15:07:00",235,-82.9872617,39.9354683
31757692,Completed,false,"2019-07-08T16:27:00",179,-83.17844200000002,40.083316
31763404,Completed,false,"2019-07-09T15:28:00",206,-82.8393303,40.0586476
31761409,Completed,true,"2019-07-05T16:04:00",0,-83.1459286,40.039656
31763487,Completed,false,"2019-07-15T22:02:00",0,-83.1607545,40.1840109
31762113,Completed,false,"2019-07-05T23:57:00",1860,-83.051395,40.045265
31760904,Completed,false,"2019-07-08T17:50:00",380,-83.13968999999997,40.109974
31762245,Completed,true,"2019-07-05T15:13:00",0,-82.9329712,40.0773148
31761378,Completed,false,"2019-07-08T22:26:00",419,-83.3484025,40.2912996
31761431,Completed,false,"2019-07-08T22:11:00",0,-83.0712245,40.0174403
31762222,Completed,false,"2019-07-08T16:40:00",285,-82.9798716,40.0264551
31762278,Completed,false,"2019-07-08T13:18:00",0,-83.1525172,39.9918168
31763532,Completed,true,"2019-07-12T13:46:00",0,-83.08197,40.178312
31764132,Completed,false,"2019-07-12T22:26:00",99,-82.841154,39.9636604
31762344,Completed,false,"2019-07-08T15:20:00",174,-83.15002400000003,40.13130750000001
31762719,Completed,false,"2019-07-08T20:41:00",289,-83.161927,40.1768388
31762772,Completed,false,"2019-07-05T19:43:00",1549,-83.0414263,39.8717517
31762749,Completed,true,"2019-07-08T18:29:00",0,-83.1268887,39.946194
31762831,Canceled,false,"2019-07-06T12:13:26.0831964",0,-82.959522,40.253882
31764864,Completed,false,"2019-07-09T15:16:00",434,-83.055665,39.984889
31762878,Completed,false,"2019-07-08T19:45:00",1535,-82.9329712,40.0773148
31763040,Canceled,false,"2019-07-05T14:00:13.2351952",0,-83.1459286,40.039656
31763053,Completed,false,"2019-07-05T16:52:00",820,-83.0871573,39.9770911
31763066,Canceled,false,"2019-07-05T20:31:42.1841964",0,-82.9719767,39.9277915
31763101,Completed,false,"2019-07-05T20:06:00",398,-82.94271800000001,40.079836
31763122,Completed,false,"2019-07-05T21:35:00",210,-82.9736985,39.949662
31763007,Completed,true,"2019-07-08T12:19:00",0,-83.0858577,40.0170785
31960189,Canceled,false,"2019-07-19T01:00:29.0046556",0,-82.7769207,39.9127849
31763306,Completed,true,"2019-07-05T21:27:00",0,-83.0730905,40.107459
31766849,Completed,true,"2019-07-09T13:59:00",0,-82.8449058,40.0586609
31763216,Completed,false,"2019-07-08T14:54:00",1749,-83.1459286,40.039656
31763393,Completed,true,"2019-07-05T20:35:00",279,-83.1607335,40.0058853
31766942,Completed,false,"2019-07-11T17:39:00",0,-82.9284537,40.0657022
31763414,Completed,false,"2019-07-05T22:55:00",4648,-83.0766756,39.8651499
31763386,Completed,false,"2019-07-08T16:36:00",0,-83.1141085,40.0695636
31767741,Completed,true,"2019-07-09T17:32:00",0,-83.025375,40.0458336
31768018,Completed,false,"2019-07-12T19:02:00",0,-83.0836776,39.9762446
31763601,Completed,false,"2019-07-05T23:34:00",335,-83.1464103,40.028856
31764032,Completed,false,"2019-07-05T17:49:00",260,-83.1409649,40.0534182
31764112,Completed,false,"2019-07-05T19:52:00",0,-82.765661,39.860205
31764257,Completed,true,"2019-07-05T18:44:00",0,-82.8020346,40.1027517
31764415,Completed,false,"2019-07-05T16:09:00",1639,-82.884692,40.0395032
31763578,Completed,false,"2019-07-08T16:22:00",0,-83.1547868,40.0881969
31764467,Completed,false,"2019-07-05T20:22:00",220,-83.1161829,40.1281912
31768081,Completed,false,"2019-07-15T20:30:00",0,-82.7732036,39.8975023
31764447,Completed,false,"2019-07-08T14:11:00",49,-83.0574059,40.1206177
31764519,Completed,false,"2019-07-05T20:41:00",0,-83.0809943,40.3197977
31764479,Completed,false,"2019-07-06T22:51:00",2218,-83.0049779,40.0607079
31764855,Completed,false,"2019-07-05T18:46:00",0,-117.1227756,33.1406889
31764509,Completed,false,"2019-07-08T17:53:00",464,-83.0855223,39.9417351
31764823,Completed,false,"2019-07-08T14:40:00",1549,-83.0677019,39.9389924
31765320,Completed,false,"2019-07-05T16:33:00",80,-83.0668652,40.1203421
31765331,Completed,true,"2019-07-05T18:48:00",0,-82.8567637,40.0427259
31765346,Completed,true,"2019-07-05T17:58:00",0,-83.1622411,39.9930841
31768307,Completed,false,"2019-07-10T19:26:00",667,-82.9868839,39.9358448
31765394,Completed,true,"2019-07-05T20:57:00",0,-82.871192,40.0156653
31764897,Hold,false,,0,-82.8206162,39.9585968
31766332,Completed,true,"2019-07-05T21:00:00",0,-83.0349838,39.9041084
31765380,Canceled,false,"2019-07-08T12:38:57.871607",0,-82.9914183,40.0544666
31768359,Completed,true,"2019-07-12T15:46:00",0,-83.1064812,40.0165529
31768555,Canceled,false,"2019-07-05T23:18:55.5403017",0,-83.1622411,39.9930841
31768581,Completed,true,"2019-07-09T13:25:00",0,-83.11876,40.1329037
31766882,Completed,false,"2019-07-08T21:59:00",604,-82.8508728,39.9735058
31768739,Scheduled,false,,0,-117.2505031,33.0839944
31767371,Canceled,false,"2019-07-08T15:24:12.7823551",0,-117.19763,33.1576639
31768036,Completed,true,"2019-07-05T20:28:00",0,-82.7627986,39.8807892
31768047,Completed,false,"2019-07-05T19:00:00",0,-82.872601,39.9423859
32616445,Completed,true,"2019-09-13T14:39:00",148,-83.1322724,39.9601517
31768007,Completed,false,"2019-07-08T21:58:00",0,-83.0647873,40.1360315
31769716,Completed,false,"2019-07-11T13:40:00",0,-82.9344816,40.24168
31771093,Completed,false,"2019-07-10T13:56:00",74,,
31768098,Completed,true,"2019-07-08T22:51:00",0,-83.0562944,40.300493
31768523,Canceled,true,"2019-07-05T17:39:28.06484",0,-83.0349838,39.9041084
31768183,Completed,false,"2019-07-08T19:27:00",1017,-83.1014307,40.0289568
31937101,Canceled,false,"2019-07-17T13:56:37.0014962",0,-83.0022914,40.180281
31771196,Hold,false,,0,-83.0574019,39.9161241
31771517,Canceled,false,"2019-07-10T11:16:35.4801845",0,-82.76252,40.001978
31771529,Completed,false,"2019-07-09T12:30:00",154,-83.1442129,40.1057122
31772881,Hold,false,,0,,
31768875,Completed,false,"2019-07-05T21:08:00",0,-83.0999008,39.9962109
31768750,Completed,false,"2019-07-06T16:12:00",734,,
31769562,Completed,false,"2019-07-06T01:42:11.665",154,-117.237851,33.112456
31768763,Completed,false,"2019-07-08T17:55:00",954,-83.1607335,40.0058853
31768853,Completed,false,"2019-07-08T21:27:00",850,-83.17934780000002,40.1590357
31960382,Completed,false,"2019-07-19T17:10:00",164,-83.0121134,40.037498
31957063,Completed,false,"2019-07-22T20:56:00",4500,-83.0716648,39.8868619
31769802,Completed,false,"2019-07-05T21:48:00",0,-82.9582843,40.0952515
31772909,Completed,false,"2019-07-09T18:04:00",171,-82.7480731,39.9060588
31769629,Canceled,true,"2019-07-08T20:45:25.0124454",0,-83.15941880000003,40.0263341
31773367,Completed,false,"2019-07-11T15:36:00",0,-83.017831,40.073753
31769774,Completed,true,"2019-07-06T16:59:00",0,-83.0766756,39.8651499
31769849,Completed,true,"2019-07-08T18:15:00",0,-83.0369138,39.9801482
31769862,Completed,false,"2019-07-08T14:15:00",365,-83.0181758,39.9805926
31770040,Completed,true,"2019-07-06T16:39:00",0,-83.0349838,39.9041084
31773991,Completed,false,"2019-07-09T16:48:00",440,-82.98643900000002,40.043017
31774008,Completed,false,"2019-07-09T19:52:00",396.73,-83.008252,40.0229083
31774348,Completed,false,"2019-07-12T17:27:00",0,-83.0108543,40.0290876
31774382,Completed,true,"2019-07-09T13:45:00",0,-83.1703653,40.1436966
31773000,Completed,false,"2019-07-05T21:45:00",330,-83.0865285,40.0479073
31773070,Completed,true,"2019-07-06T00:38:31.469",0,-117.1939086,33.1530524
31774475,Completed,false,"2019-07-09T20:10:00",464,-83.0519322,40.1156895
31774492,Completed,true,"2019-07-10T15:54:00",0,-83.0638018,39.9381598
31773258,Completed,true,"2019-07-05T21:09:00",0,-83.0718535,40.0182758
31774502,Completed,false,"2019-07-10T17:54:00",261,-82.808401,39.966546
31772966,Completed,false,"2019-07-06T18:04:00",474,-83.1110904,40.0241045
31773920,Completed,false,"2019-07-05T21:27:25.026",154,-117.1940464,33.1532232
31772980,Completed,false,"2019-07-08T19:06:00",659,-83.0504221,40.0915
31773080,Completed,false,"2019-07-06T19:30:00",260,-83.1367759,40.0532098
31773091,Completed,false,"2019-07-08T11:55:00",0,-83.0730905,40.107459
31773320,Completed,false,"2019-07-08T16:06:00",0,-82.9221918,40.0118153
31774618,Canceled,false,"2019-07-10T12:30:39.2755743",0,-82.996214,40.132137
31773963,Completed,false,"2019-07-08T20:05:00",1303,-83.0523516,40.0013883
31773972,Completed,true,"2019-07-08T11:56:00",0,-83.0145372,39.9815645
31774710,Canceled,false,"2019-07-14T11:46:41.8188275",0,-83.1621154,40.1316115
31774751,Completed,true,"2019-07-10T17:14:00",0,-82.9176106,39.9586623
31774336,Completed,false,"2019-07-08T19:38:00",398,-83.0706996,40.0625879
32192211,Completed,false,"2019-08-05T16:42:00",433.5,-82.804132,39.913572
31774372,Canceled,false,"2019-07-06T20:46:25.1949549",0,-82.9275922,40.1756376
31774840,Canceled,false,"2019-07-09T11:34:15.0698137",0,-83.075553,39.8785839
31774405,Completed,true,"2019-07-07T16:13:00",0,-83.2551797,39.9296839
31774446,Completed,false,"2019-07-08T13:54:00",0,,
31774900,Completed,false,"2019-07-11T20:26:00",5098,-83.0730905,40.107459
31775321,Completed,false,"2019-07-10T14:22:00",99,-83.032302,39.976524
31775360,Completed,false,"2019-07-11T18:31:00",415,-82.96174489999999,40.055144
31774586,Completed,true,"2019-07-08T21:41:00",0,-83.1660935,40.128382
31775371,Completed,true,"2019-07-10T13:13:00",0,-83.1427259,40.0100601
31774634,Completed,false,"2019-07-08T21:26:00",0,-117.2864637,33.2138132
31774654,Completed,false,"2019-07-08T23:29:00",206,-82.9166649,40.1361329
31776091,Completed,false,"2019-07-10T21:36:00",249,,
31776132,Completed,false,"2019-07-09T21:53:00",200,-83.058602,40.0035587
31774811,Completed,false,"2019-07-08T15:01:00",200,-82.9146683,40.1046967
31776146,Completed,false,"2019-07-09T22:12:00",873,-83.07039800000001,40.1284067
31774850,Completed,false,"2019-07-07T17:31:00",310,,
31776222,Completed,false,"2019-07-10T19:03:00",0,-82.8862059,40.0621563
31774862,Completed,true,"2019-07-08T16:52:00",0,-83.0718639,39.944963
31776297,Completed,false,"2019-07-10T20:38:00",299,-83.1468706,40.0118132
31776465,Completed,true,"2019-07-10T12:55:00",0,-83.1186762,40.0491848
31776516,Completed,false,"2019-07-09T18:04:00",1039,-83.1216512,40.0556213
31775383,Completed,false,"2019-07-08T21:05:00",432,-82.8119236,39.923061
31776066,Completed,false,"2019-07-08T17:32:00",0,-117.2500898,33.1139319
31776079,Completed,false,"2019-07-08T19:30:00",0,-83.163602,40.1517056
31960612,Completed,false,"2019-07-19T13:55:00",235,-83.165177,40.119087
31958117,Completed,true,"2019-07-22T14:20:00",0,-82.7837122,39.8913451
31959163,Completed,true,"2019-07-22T19:11:00",0,-82.9982195,40.0794682
31925172,Completed,false,"2019-08-08T17:45:00",0,-83.0995026,40.0304373
31962569,Completed,false,"2019-07-19T23:42:00",335,-83.05451199999999,39.983185
31937956,Completed,false,"2019-07-17T19:03:00",0,-83.0139601,40.0171902
31938090,Completed,false,"2019-07-17T20:30:00",93,-83.00892540000001,40.1270665
31776843,Completed,true,"2019-07-09T12:44:00",0,-83.11653480000001,40.0623719
31938265,Completed,false,"2019-07-17T18:01:00",0,-83.026205,40.077533
31962599,Completed,false,"2019-07-19T21:47:00",161,-83.0594191,40.2768747
31962636,Completed,false,"2019-07-19T15:53:00",329,-82.829305,40.096479
32391760,Completed,false,"2019-08-30T20:47:00",0,-82.9673989,39.8784016
32220830,Completed,true,"2019-08-26T14:26:00",93.24,,
31967041,Completed,false,"2019-07-19T19:18:00",93,-83.0914334,39.9180779
31967443,Completed,true,"2019-07-19T21:41:00",0,-83.0699664,40.0373072
